UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
139311,201955,225414,141981,225432,196042,476975,218742,167729,217420,10236809,428259,446002,243151,243179,180814,178721,128771,441900,243133,152248,451671,447689,192554,367954,155061,100812,161873,187444,190576,366711
139348,122603,206215,216816,177278,366793,177126,206288,175139,203997,211130,216463,215619,177092,131973,21036802,15483701,21036801,23384201,196884,127273,157298,173896,169099,179317,193894,124283,219240,160029,239424,195155
139366,10236808,10236803,10236802,10236801,171146,219602,217420,226091,138789,160038,101480,151102,152248,226152,24366501,151379,106245,151342,100830,185129,110495,190637,144005,229179,155025,167729,226833,179566,101879,142115
139393,213996,237066,215947,150604,204909,165936,216667,166018,166850,152530,167996,179955,201654,212656,211981,117751,216524,174491,146481,221661,228343,199865,168281,136950,218070,149781,212197,198385,107141,213385
139579,105516,260901,262086,450933,233684,437097,165167,104717,450377,458885,23368407,43018402,23368408,45316304,43018403,23368404,45316306,44378405,45891903,45897301,45897302,23368403,23368405,23368402,23368409,45897303,23368411,43018401,23368401,13180301
139630,220701,221731,157100,228468,139205,146825,152363,182458,218414,206835,207856,11577301,201964,138868,148849,167251,206507,140234,203580,217907,218229,214810,181127,209409,194392,210331,176947,206817,154855,237118
139658,179867,152080,243744,147767,168148,198419,131496,190415,215062,190150,130794,193900,131469,162928,12293101,221999,144050,211440,166027,166683,186131,129020,166629,164988,164924,217156,182670,197133,216287,212911
139719,163338,198507,106412,130934,201690,218733,100654,234155,232937,163453,133650,199582,213598,198862,132602,229887,211608,160630,107600,159009,176044,221838,199102,199157,160621,218399,102377,101675,157058,138716
139755,12293101,129020,236948,162928,199193,211440,166629,131469,215062,193900,221999,229300,110699,131496,416801,190150,164988,144050,228635,201885,228909,234076,233921,170976,152080,228778,240444,201645,199120,147767
139764,219046,219082,213613,230913,219471,218229,233897,183062,230834,176035,207306,221953,237701,200253,196167,174075,240480,100663,196103,234085,129215,236939,161226,214704,200059,237367,240277,139861,179326,216038
139861,197869,216038,196194,196176,196149,240189,176965,196246,181783,240462,240417,199218,163851,219709,236595,240480,233277,111948,221847,159647,184782,196121,240329,200004,155681,165024,219471,202763,178624,213349
139931,149772,176080,176017,144892,199139,180461,127741,198464,200280,200332,199148,147703,229115,240727,219356,217484,169248,126818,154095,23693903,23693902,23693901,149222,207388,196200,155399,170082,141264,221768,237011
139940,137351,225511,100663,132903,228778,145600,190682,174066,236948,448886,136172,104179,204796,230764,157289,407009,156125,209807,196228,220862,122597,110398,201885,420574,228769,190549,151111,181394,172644,190594
139959,218663,221759,178396,110635,110653,240444,163286,134097,170976,215293,153658,134130,181464,207500,199218,196088,126818,106397,110705,153603,110644,110680,110714,110662,217819,200332,199120,234076,233921,130943
140146,193894,157298,127273,131973,173896,23384201,21036802,21036801,15483701,196884,160029,210368,414966,215628,38561902,38561901,246345,147031,177278,224305,366793,177126,223001,146977,206288,220871,139348,215424,206215,169099
140164,169798,157447,206941,110565,136172,132903,171571,142115,179894,122597,185262,190594,190664,110529,190549,204477,190512,122755,133951,170082,190567,230764,184782,137351,214607,232186,171137,149231,110538,216764
140234,154749,199698,199458,155937,221731,237118,155627,152363,177542,176947,146825,157100,180595,202514,224527,181738,181330,173452,146667,207403,198808,146339,132408,200156,155511,143288,155973,171881,177144,138868
140252,230825,233301,183211,123457,195544,212984,170532,222983,245953,448309,145646,110778,107080,238333,213668,232672,128902,239080,212009,143084,221254,196866,239017,150668,206525,214157,212577,218973,231837,212674
140447,121691,164739,215929,221971,181002,153269,226231,191968,194824,19457801,217402,14902801,209825,129242,188526,213543,136774,117946,235316,170301,165015,192819,163046,152318,216597,177968,165662,130697,133881,136950
140553,141060,198756,198613,131520,160904,232256,184348,233426,199582,234173,213668,191533,21510501,183239,179946,158802,214157,10704401,211583,215798,209065,217873,220710,152673,231581,120254,154527,216807,157818,220181
140562,220792,193405,179812,189015,20627902,20627901,20627905,20627903,409254,15468802,15468801,144014,11046804,11046801,11046805,11046803,11046802,191320,455804,223001,146977,148982,108870,224305,178518,157207,220871,223223,140146,207315
140696,163976,115409,399911,123165,168281,165936,121257,167996,245652,213385,228343,124292,218070,204909,179955,146481,138600,216287,216667,210492,195474,166018,167835,197133,216524,198385,145558,454184,199865,212911
140720,217624,234164,217721,218399,225885,227429,101073,101912,218919,107600,228884,133526,101675,220604,198862,176406,199582,176318,220181,229887,197993,199643,132602,106306,102298,226587,102058,231420,190248,102377
140818,156286,151801,216694,179326,107044,202763,173328,176479,221953,168591,216931,230995,201195,195128,184694,212601,215099,216278,179964,199032,208822,215770,188641,213826,211088,211352,15336601,150677,167899,172264
140872,164720,141185,154590,164492,104586,206507,213358,161563,101693,225548,207689,226587,237932,231086,206330,153375,149505,236133,166948,188182,146825,153001,204468,194392,210739,236452,198899,166850,152363,181853
140951,109651,169442,129525,198695,213987,122506,166452,120403,168254,167899,217493,215770,130226,136774,143358,215105,174127,235316,195030,148593,164562,202480,238324,152600,102049,409616,364122,233374,16822702,165334
140960,100724,160621,199157,232937,175856,199999,199102,138716,217624,159009,133650,163453,198543,100654,221838,227526,106412,162007,160904,234155,175342,157058,213598,218733,217721,138947,234164,175616,102270,225575
140988,234173,233541,15178601,210571,153126,213668,143084,120865,232043,162654,162760,214157,125763,170532,123457,238333,222983,206525,237312,107080,137564,145646,196866,212674,239017,237057,212577,160977,212009,218973
141060,140553,198613,198756,184348,216807,131520,198950,189097,191533,138600,160904,120254,233426,213668,183239,197993,214157,126678,218539,10704401,147341,21510501,233295,220710,181446,154527,231581,209065,234173,216278
141167,440411,445267,201964,414878,239743,454582,230825,217907,245953,140234,152363,167394,204468,221731,237118,198598,107141,172440,155900,176947,155636,146825,197911,152567,153621,217013,428259,220701,201371,219295
141185,161563,231086,207689,216542,181853,152363,138868,154855,206507,140872,157100,146825,220206,237181,200873,181376,174862,194392,118693,219091,138293,141237,129774,237358,446233,231420,166850,183275,177542,190248
141237,181376,141185,161563,207689,200873,237181,231086,446233,152363,232025,220206,129774,146825,219091,245652,183275,140872,237136,194392,214759,134510,216542,222877,231095,181853,199315,231420,117104,198066,206507
141264,157951,237525,173920,154095,237011,164076,149222,149772,228431,165866,144892,240365,176372,212115,200280,149231,218964,127741,179557,155399,174783,233277,179566,196130,105330,159993,101879,156620,170082,110538
141325,214157,213668,160977,238333,222983,237057,196866,232043,170532,143084,148849,212674,160959,162654,170301,101541,218973,130697,239017,154350,128902,212577,138600,123457,150668,212009,145646,167835,446640,217961
141334,216010,196121,196200,165024,213349,212115,433660,240189,176965,233277,196246,179557,218964,221740,157401,216038,130493,165820,200004,214041,229814,221847,212160,123572,181215,163851,172051,184782,196149,240417
141361,177144,191676,161572,156189,231095,204662,451404,189273,154493,231147,144971,203845,375230,153366,197735,405854,221892,168591,164270,232609,105589,204936,124292,438869,154101,216667,173300,168254,139393,199865
141486,198598,204617,239080,156286,183211,212984,208488,173328,186432,173045,169716,151263,448284,114813,199306,134945,147679,195544,141644,179326,19554401,219976,219833,204468,137847,159656,439288,168005,117627,236595
141565,211644,175616,127185,207041,181215,213349,181783,214801,219356,219259,178624,210429,196200,221768,180948,214698,157401,212160,175078,221847,173124,178615,214786,171456,196237,162584,128391,230834,174251,171128
141574,145600,104179,157289,187985,225511,236948,209542,104151,234030,228778,209551,110583,216339,122409,137351,174066,139940,204796,240453,201885,178402,172644,110680,229027,23693902,23693901,23693903,228723,182290,126614
141644,127918,168005,148487,262086,119605,234915,169716,192439,161873,180814,147776,10236809,115083,163578,225627,165167,102553,11508303,11508305,11508306,167215,220996,228194,11917301,126049,459745,19554401,240213,143978,445735
141936,164915,401250,374024,177427,441104,169220,167181,126012,108269,220996,117520,218751,146490,166717,369002,434441,451130,402828,123095,203997,175139,384306,455433,142832,454838,215619,122603,139348,216816,123943
141981,428259,135610,214670,139311,214634,128780,398130,440828,449870,439783,225414,441900,100812,147590,122649,451671,196307,224545,201955,456490,448804,233356,461883,214731,214704,442639,231970,454227,230737,218645
142090,476601,476692,177816,446604,237136,217606,213400,247773,209287,199759,166054,147369,455257,216047,178679,16822701,16822703,197601,436614,434937,215813,173179,194666,441609,210492,192165,134510,153320,245777,211024
142115,230764,102094,140164,136172,206941,157447,148654,227216,100663,138789,169798,219602,122597,228787,110565,190664,190594,110510,166708,100830,190549,122755,190512,110574,179566,174783,156125,190567,209807,182290
142276,138354,228802,159939,171137,161554,156125,230728,155399,200280,180489,149222,159966,219471,178341,240374,232982,238032,448886,227216,226833,150136,420574,159717,138789,172699,100706,407009,101879,102094,105330
142285,231174,207388,200280,155399,219356,183044,240727,217484,229115,182290,147703,176017,172699,216339,199148,149222,230728,196060,200004,196079,206604,105330,240453,178402,122409,203517,228431,172051,204024,176372
142294,233718,232308,183239,233426,240338,150668,233301,158477,181020,239716,455770,150756,173142,145691,384254,210492,152673,238476,217998,138600,197230,183275,232025,230898,209065,231581,213668,184348,215798,124292
142328,151333,180522,209506,447689,178387,208646,237950,151388,181534,178341,152266,204006,159416,214634,217013,441900,127556,161235,230737,204015,100812,206695,206914,245953,214652,101480,214731,377564,225502,203492
142461,215743,150066,209612,183239,192323,233426,206862,239716,161457,137546,195164,188641,238476,216694,208822,184694,144351,154004,215798,194958,191533,211352,174491,220710,219976,173045,214157,213321,180106,232043
142522,154101,219790,150941,145372,181127,154712,143288,151777,150677,202514,152567,168528,178697,217907,201371,152530,181330,173452,237118,202763,107044,207403,212197,107512,10704401,216278,239071,209065,220215,153108
142832,220996,123095,108269,454838,374024,455433,146241,179812,384306,455664,218751,143978,131973,11508303,11508305,11508306,166717,196884,127273,167093,157298,240213,414966,193894,194073,21036801,15483701,21036802,23384201,459745
142887,222938,134811,458982,148177,210942,104188,458496,449010,402776,119775,197832,113582,208239,112570,367194,451820,377546,234492,173887,146010,167321,451796,126702,145460,138813,456010,448576,447458,260813,450094
143048,164748,163295,202170,110370,366368,19554401,197151,194310,194578,235024,117168,122612,148627,192712,392840,166984,174914,236595,122436,127060,122454,145725,214971,459824,193654,159656,192110,173665,168005,175281
143084,170532,162654,222983,212674,196866,145646,239017,212577,237057,218973,212009,206525,238333,107080,128902,160977,236328,170301,153144,202523,173647,228343,146481,221351,218070,146427,204909,168546,210401,150400
143118,146612,215655,185572,214041,176053,19554401,195234,184782,148496,123572,186584,192448,194958,190725,203368,433660,195720,129941,148627,165024,194091,191931,193353,193973,238616,173665,188429,212601,110361,216852
143233,206516,227289,179317,176600,177092,150288,124283,239424,164474,189981,215424,114840,195155,233842,108861,150215,165705,455099,126979,213631,156222,195580,176451,243498,151865,186122,145275,154536,203067,172705
143288,181330,237118,202514,233611,107877,239071,155627,144971,152567,150677,156189,173452,154749,145372,154101,152363,151777,216357,150941,181127,181020,219790,152992,107558,146825,142522,168528,155414,199458,154712
143297,143303,433165,180832,235547,220631,181297,167093,194073,172440,155511,174525,177542,459824,200156,148131,155973,239512,179450,123943,180878,147129,437316,153250,148593,146533,149028,215655,166869,364122,231837
143303,433165,238573,146533,204176,179450,147129,143297,149028,235547,148575,180832,148584,219842,11917301,147013,134945,199412,231837,214069,155520,154013,220631,151786,167598,480134,200217,150145,200059,200253,156365
143358,235316,207458,111948,129525,110413,153269,217402,166452,154235,167899,216597,163046,215929,14902801,130226,129242,202480,181002,165662,236595,236577,209825,165334,122931,195003,215770,191968,193584,16822702,219709
143659,213640,243498,176600,146728,150215,227289,150288,215424,203067,148885,125718,165945,124283,144014,179317,210368,115214,455099,160029,176451,146977,220871,195155,239424,164474,189981,173896,177092,224305,143233
143853,117636,193830,239169,423643,112525,148511,215123,164580,129242,186867,441982,223223,121150,216366,14902801,217165,216597,209490,166869,163259,218335,228644,168148,197221,145558,181428,190424,159373,149763,192819
143978,240213,459745,455664,11508305,11508303,11508306,209296,110307,369659,243823,219639,142832,110778,220996,446039,11917301,179450,445735,454245,123095,108269,442949,480198,475741,231651,122117,234915,156727,123633,115083
144005,185129,151102,190637,10236809,10236808,10236803,10236802,10236801,139366,22870501,363721,160038,24366501,152248,171146,161873,101480,162283,217420,224147,151379,110592,18017901,147776,110486,110608,190691,102553,126580,110495
144014,146977,223001,224305,220871,191320,178518,157207,150215,215424,160029,176600,196884,131973,173896,227289,150288,157298,127273,243498,193894,210368,23384201,21036802,21036801,15483701,203067,14736902,14736901,143659,414966
144050,221999,162928,190150,215062,131496,193900,12293101,131469,211440,130794,164988,190415,243744,147767,198419,179867,227757,139658,152080,166027,201645,167358,131159,166683,191241,239105,139755,182670,190424,217156
144281,114813,16947915,148335,117627,125897,199412,197045,197197,144740,168290,176628,192703,150163,179159,206084,192925,209603,210775,199272,182458,192439,183974,445708,219833,182980,229267,207324,214272,210304,110316
144351,211352,206862,184694,209612,208822,188641,204936,152600,16822702,211583,201195,117751,150604,16822701,16822703,193584,130253,199962,215813,475200,186283,216694,194958,212197,150066,203368,173160,215798,166911,217536
144740,122612,194310,239105,131159,122436,216339,236577,228875,195720,121309,188429,19554401,186584,120883,207971,123970,111391,145600,193654,168005,110097,137847,122409,175281,174914,221892,195809,207582,104179,167093
144883,158802,225575,183822,148849,197993,160904,110316,195173,170842,198756,210304,190114,220181,192925,199272,412599,11577301,167455,139153,245953,219505,448309,151290,199582,220598,160630,199643,231651,138947,405979
144892,149772,237011,196200,176080,170082,154095,179566,216764,155025,149231,176017,157401,196130,230603,180461,181215,139931,221847,173920,164076,228431,141264,185590,156620,169910,237525,157951,216038,233277,126818
144962,148496,230807,206437,214069,193353,235547,190725,217688,212832,225247,165529,219949,120184,214272,217165,183910,162760,175421,155520,185572,236230,195720,188429,110097,184773,186584,102049,147660,133711,125763
144971,239071,216357,143288,203845,228981,107877,156189,107558,155414,181330,204185,156213,202514,161572,154101,213507,177144,152992,237118,208822,138293,154721,150941,105899,150677,235769,163462,147244,190248,212197
145275,164474,213631,172705,151865,185758,154536,215424,177092,124283,150215,156222,179317,176451,239424,195155,108861,165705,143233,150288,186122,169628,176600,114840,455099,233842,126979,227289,189981,243498,195580
145336,224545,225502,238980,102368,479956,225414,100812,451671,159382,161873,176026,214713,200004,172051,228431,155061,204680,204671,163578,445188,441900,234915,474863,147776,181534,10236809,229780,115083,11508305,11508303
145372,151777,150941,168528,154101,201371,219790,181127,152567,150677,154712,217907,178697,134079,10704401,154004,224527,154527,207403,203085,219000,107512,203845,220215,174491,179946,238078,152530,216278,204264,147244
145460,208239,410502,429094,11458501,119775,457129,367194,439914,454236,466930,126702,444699,447698,429085,430704,210942,108232,439020,130581,164872,445133,458973,458982,458496,459994,449010,113582,189228,117928,142887
145558,423643,193830,239169,399911,112525,143853,115409,117636,140696,163976,215123,123165,223223,243744,139658,213385,129242,121150,216524,146481,168281,168148,228343,112260,216287,14902801,152080,124292,198385,164465
145600,104179,157289,141574,187985,236948,209542,216339,234030,209551,104151,228778,122409,225511,137351,110583,174066,204796,139940,201885,178402,240453,172644,228723,229027,23693901,23693902,23693903,110680,236939,186399
145619,216852,186584,132471,117140,195720,188429,146612,174817,149514,174914,109785,191649,110097,194310,20627906,148584,178059,143118,122612,432357,112251,122436,215655,203368,193654,227845,129941,192448,155520,171571
145628,166869,179265,149763,215132,127060,177719,221670,228875,174914,206622,194578,163295,194541,159656,223223,167093,122296,188526,416801,148511,194073,148593,215123,145725,201645,190424,12293101,166656,189501,437316
145637,233921,171100,234076,199120,214777,151351,170976,134130,240444,228723,232423,130943,153658,243780,199193,159391,126614,110714,153603,106397,147767,236948,129020,165015,139755,163286,186380,110662,110680,190415
145646,239017,218973,212009,212577,212674,170532,128902,196866,143084,222983,162654,237057,206525,107080,238333,160977,173647,166124,214175,173902,236328,218070,210669,216524,203535,206589,191630,173300,149781,204909
145691,181020,150756,152673,233611,142294,150668,173142,179946,153108,10704401,240338,202514,158477,154527,239628,237118,209065,232025,138600,233301,216278,210492,107512,233718,455770,156295,143288,230816,181127,230898
145725,236595,122436,127060,212054,196468,185828,219709,146719,194541,123961,167358,228246,120883,122612,191241,212106,145628,193654,227845,194578,160755,207458,206622,213367,228875,111948,19554401,20627906,131283,192712
145770,126827,137148,443766,45321502,44903805,44903806,44903808,44903809,44903810,44903811,44378401,44376603,44376602,23368410,45891901,44376601,45891902,45891904,18922801,125231,413413,231651,446039,475741,454245,367936,122843,436094,450544,439057
145813,207500,110705,217882,153658,196103,197869,178396,153603,218663,196079,199218,243780,217819,215293,181464,163286,199139,139959,196088,221759,110714,106397,191649,169248,110644,240268,110680,213020,110662,127741
146010,458496,197832,210942,148177,449010,458982,134811,119775,222938,142887,445072,445124,440457,442143,443474,452027,450483,104188,440448,456010,446747,443687,442170,451796,434982,440439,468015,224776,145460,440925
146241,126049,228194,167215,142832,434715,179812,123970,131973,20627903,20627902,20627901,20627905,455169,138929,402828,196884,127273,15468801,15468802,157298,220996,414966,15483701,21036801,21036802,23384201,193894,173896,111391,172477
146339,180595,171881,219383,209409,181738,123651,101435,155511,177144,198808,154749,155973,155937,140234,155627,217925,235769,237640,177542,174862,170000,176664,200156,179548,238661,199458,177339,199607,199698,226383
146393,245953,381787,437848,446039,122843,212984,454245,475741,213303,448284,210304,195173,234492,195544,198598,206279,173887,180522,191205,414878,126702,209506,260813,239390,142328,151333,238193,440484,447689,448734
146427,153834,153384,161086,195216,236328,202523,170532,120254,196866,206589,168281,210401,222983,239017,212674,237057,203535,157818,228343,128902,173647,210669,209922,212577,218070,173902,153162,221351,173258,221519
146481,228343,204909,216524,218070,149781,213385,197133,166018,165936,168281,198385,167996,212911,216287,216667,199865,152390,112260,211273,121257,121345,166939,164465,179955,168218,170532,143084,153144,150400,173647
146490,401250,369002,164915,141936,402828,203997,175139,215619,122603,139348,216816,374024,206215,211130,177278,366793,206288,216463,177126,442897,126012,167181,172608,169220,167215,108269,451130,441104,177427,260956
146533,143303,204176,238573,231837,219842,149028,139199,147129,152798,150145,179450,235547,148575,239080,480134,188526,433165,11917301,110778,166717,180832,169220,221254,199412,151786,240107,167181,200217,446932,113698
146612,143118,215655,185572,19554401,194958,190725,195234,186584,148627,433660,123572,129941,148496,184782,176053,203368,214041,195720,165024,194091,192448,238616,191931,193353,193973,232706,216852,214713,173665,144962
146667,176910,132408,201858,176789,220473,140234,143233,199759,174525,213400,206516,211024,154749,176664,199458,155496,202903,193070,155627,217040,439862,434937,217925,199315,173452,174206,196440,183804,155070,176619
146719,212054,196468,145725,123961,131283,236595,127060,179159,215293,207458,191649,191241,212106,167358,195809,122436,163268,135726,120883,219709,217882,181464,223232,199148,185828,110680,194541,110662,118888,239318
146728,213640,227289,143659,203067,176600,150288,243498,150215,215424,115214,165945,148885,125718,190080,178518,189981,210368,195580,246345,179317,157207,233842,143233,215628,455099,165705,160029,147031,186122,108861
146825,152363,157100,138868,202514,140234,237118,154749,194392,181330,218414,161563,154855,219091,181853,129774,118693,139630,141185,207689,143288,220701,173452,231086,231420,155627,220206,199458,216542,190248,199698
146977,223001,224305,220871,144014,178518,191320,157207,160029,173896,157298,196884,127273,176600,150215,131973,215424,193894,210368,227289,243498,21036802,21036801,15483701,23384201,150288,414966,213640,143659,14736902,14736901
147013,148584,190725,238573,214069,200217,148496,155520,179894,193353,459727,193016,177418,193292,212832,130253,186618,194958,143303,154013,130989,215655,139199,203368,206862,152600,15336601,220631,235547,219842,136950
147031,246345,215628,21036802,23384201,21036801,15483701,131973,196884,210368,127273,157298,173896,160029,193894,414966,38561902,38561901,140146,203997,213446,215619,175139,157207,178518,203067,219240,123095,122603,227289,167215
147129,148575,149028,179450,11917301,420246,384306,177427,455433,441104,117520,126012,439446,475273,211468,133872,148593,146533,143303,177038,433165,235547,238573,11508306,11508303,11508305,238661,445735,110778,480134,364122
147244,217633,238078,198835,154004,166391,134079,190983,153825,203845,213507,150604,203775,210571,150677,230852,213668,219000,238458,204185,150066,152798,212656,212197,117751,201371,219806,153126,237312,232609,156213
147341,191533,210571,233295,218539,213668,168591,10704401,216278,188641,164270,233426,154527,209065,216807,198613,238476,195164,231581,220710,203128,179946,146427,232043,183239,237969,184348,153108,153834,214157,195216
147369,455257,194666,197601,209287,177816,476601,194675,197647,192624,194657,21510501,431983,476692,142090,405058,214971,262022,196431,193070,444413,237136,192040,194763,213400,201858,197692,192165,174127,202903,176789
147536,157757,169716,151263,22870501,221892,110316,194310,141644,224147,148487,117140,120883,213367,131113,215442,238430,168005,127918,18922801,231651,144740,225627,16947907,16947905,16947904,16947903,16947909,16947912,16947918,16947910
147590,177986,233356,228866,439783,374024,174507,420246,177038,164915,141936,122649,439446,193751,401250,442949,445735,245838,475273,442897,122117,428259,209108,244190,123633,154837,461883,466921,480198,116712,454227
147660,136330,162760,230807,176619,207324,164562,112075,206437,236896,123651,225247,219383,179548,144962,175421,217934,192323,197197,153144,150534,210401,236328,224323,459736,219000,237066,194958,175980,238661,102234
147679,211556,194958,207324,137847,19554401,121309,204617,208488,207582,148627,112075,236577,234173,233541,168005,110361,174437,198561,179043,221892,202170,211583,179964,190716,122454,142461,219976,197197,176619,206862
147703,199148,149222,229115,217484,200280,207388,176017,105330,155399,176372,203517,149772,23693902,23693903,23693901,150136,216339,236939,183044,161253,126818,176080,142285,172699,154095,170082,182290,199139,163851,237011
147767,190415,179867,198419,139658,215062,152080,164924,130794,221999,131496,190150,162928,144050,243744,131469,12293101,193900,165015,166683,166027,211440,164988,194824,217156,168148,182670,130697,128902,227757,234076
147776,10236809,161873,102553,126580,155061,225414,127918,141644,190576,151102,18017901,174020,110486,225432,185129,187444,190549,190637,122597,225502,217420,192439,224147,136172,159939,187046,161554,262086,234915,167729
147828,230995,173160,221971,129525,137546,186283,16822702,219976,107044,152600,123554,130253,173045,166452,191968,201195,211088,130226,212133,167899,215770,173179,209612,262022,192323,189705,215743,153269,173665,181002
148131,215114,207582,206437,238458,221892,182795,122728,123651,236896,232609,207403,112075,203085,105589,174437,219383,188641,224527,153278,179964,164173,192192,165671,176619,155511,150534,215053,164085,239512,147341
148177,458982,134811,222938,458496,210942,142887,146010,449010,197832,119775,451820,234492,167321,208239,451796,104188,112570,456010,138813,441973,448576,450094,402776,440925,126702,113582,468015,117928,377546,440341
148335,243443,114813,117627,144281,16947912,16947910,16947918,16947903,16947907,16947904,16947909,16947905,16947915,192439,176628,192925,125897,219833,169716,197197,195544,192703,210775,148487,168005,179159,199412,197045,134945,178721
148405,101435,209409,232706,112075,154235,110413,184773,226383,156356,148627,194958,220631,190725,146612,146339,392840,192323,157076,180595,123651,19554401,147660,208488,219383,147679,204617,15336601,238661,195234,164447
148487,225627,168005,193016,141644,227845,123952,459727,196592,169716,175005,224004,229160,18017901,192439,227863,224226,127918,19554401,159656,173665,189015,156286,15468802,15468801,20627906,20627902,20627905,20627901,20627903,171137
148496,193353,190725,144962,185572,15336601,184773,215655,235547,232706,193973,194958,146612,194091,208488,143118,147013,213826,204617,176053,148584,130314,220631,186618,193584,125763,186283,14902801,184782,201195,19554401
148511,216366,215123,143853,166869,117636,149763,223223,209490,163259,159373,181428,228644,189501,215132,193830,179265,190424,177719,201645,181002,150163,239169,209825,117946,450304,423643,207971,19457801,212106,163046
148575,147129,149028,179450,11917301,117520,420246,126012,441104,455433,177427,384306,439446,475273,148593,211468,364122,133872,235547,146533,480134,143303,204176,445735,232706,230807,166717,110778,172477,238573,407629
148584,147013,155520,238573,200217,179894,214069,190725,148496,193292,193016,130989,459727,206862,215655,143303,204176,130253,193353,203368,194958,14902801,136950,16822702,212832,154013,240107,146533,139199,235547,219842
148593,364122,166869,177719,149763,188526,202480,235316,179265,153269,168421,217402,215132,169080,195030,199847,233374,165334,217493,238324,149028,218335,448239,190044,217156,117636,148575,204635,148511,217165,152318
148627,19554401,185572,236577,168005,227845,195234,224226,236595,137847,146612,122612,215655,159656,121309,213367,206622,173665,219709,215442,189705,208488,151263,204617,194310,147679,110361,175005,143048,164748,167783
148654,229814,221740,142115,130493,138789,100830,183026,219602,163851,219471,165820,212115,228787,240277,240189,136172,100706,230764,226833,211158,233277,224226,139861,171137,196246,101587,433660,199218,200004,176965
148849,150774,158802,120254,11577301,157818,160904,199272,173902,240338,221351,126678,139630,209922,16947915,209056,203580,153861,195304,114813,198613,198066,210304,214786,116846,160959,110316,181446,384254,189097,183275
148885,125718,165945,455099,179317,124283,195155,239424,177092,126979,195580,186122,239637,439817,167464,213640,143659,243498,176600,146728,227289,115214,211130,150288,189981,176451,150215,206288,177278,164474,143233
148982,189015,409254,455804,108870,15468801,15468802,20627901,20627902,20627905,20627903,157207,178518,11046805,11046804,11046803,11046802,11046801,223001,144014,146977,224305,191320,220871,140562,175281,167215,196468,446932,111391,231147
149028,147129,148575,480134,198969,148593,437316,152798,146533,122296,179450,235547,364122,232885,204176,11917301,238324,166656,143303,232706,420246,126012,156286,459736,230807,441104,180878,117520,177427,113698,433165
149222,155399,176372,200280,105330,147703,150136,172699,199148,207388,229115,127741,154095,217484,238032,176017,173920,230728,237011,141264,203517,237525,157951,164076,100751,149772,240365,209542,153603,23693902,23693903
149231,170082,216764,185590,179566,154095,217484,237011,144892,214041,128771,149772,433660,173920,123572,165024,214607,196130,228431,156620,214713,157951,141264,203517,164076,184782,237525,187444,110529,200280,233277
149329,216311,193070,197647,192624,194657,194693,431983,196431,405058,196440,444413,193247,189264,189857,183804,177083,434937,194763,197601,194666,176789,455257,193061,202903,217040,194675,201858,245731,211024,199759
149505,204468,165529,213303,198598,184612,167394,213358,206330,120537,162210,120184,236133,214069,166850,211981,174491,190725,117751,144962,197911,101693,104586,139393,239080,148584,217013,212656,147013,221661,184603
149514,216852,209612,211981,117751,215813,16822703,16822701,184348,206862,199962,212656,220710,150604,238430,211352,184694,215798,174491,475200,144351,233295,217536,166054,204936,165699,212197,153320,166911,236133,173179
149639,454184,205027,220808,214971,174127,173902,120254,163976,209056,192110,209922,126678,163295,191241,239309,235024,131159,230816,229267,157818,150163,115409,124292,181002,194578,228875,163046,221670,19457801,450304
149763,166869,177719,215132,179265,148511,148593,364122,201645,145628,209825,458210,117946,166656,188526,181002,163046,122296,450304,207971,150163,165662,212106,19457801,189501,227757,221670,215123,209056,117636,192110
149772,144892,176080,154095,176017,170082,173920,179566,196130,164076,237011,196200,139931,221847,149231,155025,157401,228431,185590,181215,230603,180461,216764,141264,169910,156620,237525,157951,214607,23693903,23693901
149781,166018,218070,204909,228343,197133,216524,198385,212911,146481,213385,199865,112260,216287,121345,164465,166939,216667,165936,152390,168281,211273,168218,167996,239017,121257,218973,145646,157818,203535,173647
150066,232043,154004,142461,206862,188641,198835,213321,217633,214157,147244,213668,215743,153825,221971,190983,209612,233541,192323,210571,166391,208822,238458,195164,232609,216931,152798,176479,216694,144351,238078
150136,238032,100751,240365,200280,155399,201441,149222,105330,204857,180489,176372,231174,153603,153658,233921,174233,214777,106397,157085,161253,229115,232423,171100,172699,154095,173920,164076,176017,207388,237011
150145,219842,230852,180258,151786,139199,146533,154013,134079,183211,171492,238078,237312,212832,132657,137564,217013,153375,198969,199412,134945,154004,104586,238573,147244,101693,195128,15336601,237640,143303,181093
150163,197197,181002,209825,450304,163046,19457801,201645,212106,229267,217165,117946,207971,165662,192703,209056,166869,149763,215132,189501,148511,179265,227757,226231,197708,177719,215123,129242,190044,14902801,191968
150172,122649,192563,244190,116712,233356,209108,442897,147590,439783,245847,160065,132842,245838,129534,428259,162061,154837,117575,177986,260947,228866,135364,141936,172608,402828,213011,363916,146490,203757,164915
