UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
237118,202514,181330,143288,140234,152363,152992,201371,217907,181127,145372,146825,216357,235769,181020,161572,152567,154749,168528,154101,145691,150941,173452,152673,219790,157100,154721,107558,151777,150756,155414
237136,192165,142090,178679,476601,476692,177816,220473,455257,209287,446604,200873,197601,194666,147369,192624,194657,181376,197647,405058,197744,247773,196431,446233,431983,194675,444413,199759,194763,166054,193070
237181,183275,232025,112084,161563,141185,231095,231086,245652,198066,141237,167455,207689,197230,200873,210492,237358,384254,181020,239512,233301,230898,150756,181376,217998,222877,106342,158477,231420,220181,140696
237215,230931,180948,237330,180522,219259,237385,180692,209506,175078,214731,243665,176035,154855,180416,214652,237950,154590,237932,170639,200226,181853,211644,225548,214740,161226,218229,208646,175616,151333,201690
237312,153126,137564,198835,15178601,147244,174437,221014,134079,198215,106713,162760,190983,238078,123651,237640,154004,219383,166391,207403,224527,217633,153825,233541,176947,218441,221661,166948,157076,140988,156356
237330,180948,219259,230931,215266,180692,153001,237385,178369,157863,181853,200226,206507,154855,218414,237215,218229,166850,180106,170639,236133,211644,154590,198899,167260,161226,200059,214652,237969,175078,153250
237358,231420,181853,154855,219091,190248,225548,155414,138293,107558,200156,178369,152363,155511,161563,154590,154721,216542,177542,194392,129774,141185,155973,146825,231554,231086,157100,220206,153001,215947,189848
237367,128106,213613,230834,167729,106458,219046,174075,213783,205443,235167,218742,155681,183062,218229,192192,181783,206914,237701,233897,196167,219082,187046,139764,224554,176035,207847,199281,240462,440916,214810
237385,180692,174075,207351,219259,237932,154590,170639,237330,200059,225548,218229,230931,188304,180948,161226,176035,214704,126182,161341,156365,237215,211644,107983,207306,230834,226587,175616,175078,237950,237701
237525,173920,157951,141264,154095,164076,237011,179557,179566,156620,149222,155399,105330,240365,149772,159993,174783,127741,170082,200280,228431,149231,233277,196130,212115,144892,110538,101879,176372,165866,216764
237640,170000,237312,177144,155973,157076,181738,146339,180595,174862,155511,155937,137564,198808,171881,155627,152992,199698,156356,106713,140234,153126,154749,129774,200156,150145,177542,134079,177968,174437,176789
237701,174075,230834,218229,233897,181783,219082,213783,204662,218672,180692,213613,214704,214768,214810,207351,237367,237385,139764,187976,203483,199281,176035,240471,237932,157058,240462,240480,214698,219259,126182
237783,432241,442143,16947915,230889,443890,219718,420042,182980,106102,139205,445391,458885,221856,182458,434964,430087,451060,442170,440341,451796,438416,210942,136066,448576,452027,112394,148335,367024,458955,442161
237792,129215,240277,196121,218724,141334,173124,216010,163851,221847,186876,240480,218061,240189,196149,216038,212115,229814,184782,233277,213613,176965,165024,219356,210429,123572,221740,200004,235167,165820,157401
237880,240727,204477,207315,166708,145600,209542,104151,182290,207342,176017,104179,176080,214616,216339,234030,209551,149772,122409,198464,221847,230728,110538,219356,172699,228909,206604,110583,180461,110398,174783
237899,441186,177940,207306,240374,230834,127556,230913,157058,187897,233897,214768,215275,161244,128391,228501,123457,149505,200059,167288,198598,204015,210146,235167,202134,174075,151102,181534,174358,436827,165820
237932,161341,237385,218229,174075,140872,180692,237950,214625,214704,207351,230834,101693,206507,214768,219259,152266,164492,204671,214643,170639,200059,161226,214652,233897,230931,176035,104586,226587,154590,218742
237950,214625,214652,161341,214731,214643,204671,237932,174075,142328,214759,209506,151388,175078,180522,219259,152266,218742,161563,159382,441900,214801,180692,151333,180948,100812,141185,227243,200226,140872,230931
237969,180106,228042,153250,156213,174491,204185,154004,219806,195164,191533,198835,147341,212656,153001,168528,166391,190983,217633,188641,117751,219000,181127,150604,177339,201371,150677,156541,147244,217907,152567
238032,150136,100751,240365,155399,180489,200280,149222,201441,105330,204857,176372,174233,230728,211158,157085,161253,153603,106397,231174,153658,229115,154095,172699,213020,237011,217484,207388,151351,214777,169248
238078,147244,134079,154004,217633,198835,166391,190983,153825,213507,201371,238458,232609,203775,210571,203845,145372,154101,150604,219000,230852,232043,213668,237312,150677,152798,212197,154712,198950,117751,150941
238193,239390,119173,367884,206279,212984,211431,448284,152336,181604,195544,245953,163578,232672,206349,157809,11508303,11508305,11508306,157757,240213,459745,143978,239318,110307,176628,190716,110316,455664,209296,208646
238324,122296,166656,123554,148593,166869,437316,177719,130226,188526,364122,149763,149028,152798,179265,16822702,140951,215770,409616,102049,168227,215132,169442,131283,137546,167899,173045,236230,221971,186283,192703
238333,237057,162654,160977,143084,196866,222983,170532,212674,239017,107080,145646,218973,128902,212009,212577,206525,168281,231059,153834,146427,210401,165936,189088,120254,195216,190099,202523,236328,157818,213668
238430,131113,216852,149514,188429,480134,129941,192554,201548,213011,201195,184694,432357,186283,217776,152600,217518,109785,232885,178059,212197,201104,475200,206862,194091,165699,16822702,173179,157809,409616,215813
238458,213321,232609,213668,190983,154004,203775,147244,102234,165671,203085,152798,180984,238078,153825,166391,217633,210571,199962,232043,214157,150066,134079,198835,182795,165699,216278,217961,209065,164562,150534
238476,233426,183239,239716,218539,154527,231059,10704401,232043,213668,210571,147341,153108,191533,216807,214157,215798,209065,475200,184348,156745,168591,220710,142461,142294,174747,231581,173300,179946,216278,233295
238573,143303,146533,235547,148584,147013,167598,204176,214069,155520,480134,212832,130989,179450,433165,147129,149028,148575,219842,11917301,233356,374024,179894,199412,134945,151786,144962,414823,112251,232885,13247101
238616,180814,215655,146612,203368,129941,192448,474863,191931,209108,143118,192563,185572,178721,151263,245838,206862,148584,194958,374024,186584,217235,130253,172334,139348,222178,19554401,366793,177126,177278,198136
238661,230807,232706,225247,226383,175421,147129,154235,147660,144962,195720,110097,149028,193353,186584,148496,144740,217934,176619,112075,15336601,148575,188429,114549,235547,209409,196103,109785,153375,123651,146339
238980,145336,229780,163578,474863,234915,170675,212984,115083,127918,213011,110307,209296,369659,188207,110778,240213,459745,11508303,11508306,11508305,154688,209108,448284,143978,177418,245865,170842,262086,141644,210739
239017,145646,218973,212577,170532,212009,212674,222983,143084,128902,196866,162654,206525,237057,107080,238333,160977,173647,149781,236328,203535,206589,157818,218070,173902,210669,150455,216524,173300,166124,221351
239071,144971,216357,143288,203845,107877,181330,204185,156213,156189,152992,155414,230047,202514,228981,154721,107558,237118,161572,173452,150677,208822,105899,153250,173142,153825,138293,150668,235769,177144,156745
239080,183211,240107,221254,15336601,184773,161165,231837,176479,130314,139199,213826,232672,195128,146533,156286,215929,154688,232706,195234,216931,212984,221971,199306,141486,148496,193353,113698,219842,433165,210775
239105,131159,12293101,131469,191241,228875,193900,167358,131496,207971,162928,221999,211440,215062,190150,174914,164988,144050,223223,163046,190424,211893,165662,229267,152080,196413,164924,212106,117946,221351,173902
239169,193830,143853,117636,423643,215123,112525,148511,145558,164580,223223,186867,129242,441982,121150,216597,216366,14902801,189501,168148,186131,217165,197221,163259,218335,188526,179265,192819,209490,159373,228644
239309,202046,174127,177746,214971,166984,215105,201061,169442,192712,449764,240338,122506,220808,168290,235024,167057,209603,149639,209287,120403,215770,194578,156286,147369,214148,140951,193654,437316,173045,21510501
239318,193399,173328,179450,219709,212054,165671,145725,146719,153278,164173,156286,207458,11917301,208488,236595,192864,119173,199032,195243,199412,134945,207582,204176,236452,120883,180832,184612,152336,160065,196468
239390,238193,195544,152336,212984,163578,119173,211431,245953,181604,448284,206349,232672,367884,206279,455664,143978,240213,11508305,11508303,11508306,459745,176628,207582,192925,209296,157757,110307,155335,213303,231651
239424,195155,455099,177092,126979,179317,124283,439817,125718,195580,186122,165945,148885,167464,239637,176600,366793,164474,243498,177278,114840,177126,150288,206288,227289,206215,143233,176451,215424,156222,211130
239512,177542,106342,155973,116846,200156,155511,446048,174525,199607,124292,181020,147341,240338,230898,183275,197230,146427,233301,180595,217998,142294,455770,191533,192864,210492,158477,173142,232025,150756,125763
239628,216278,10704401,153108,179946,154527,209065,168591,107512,156295,218539,210669,150455,156408,206589,203128,156745,154712,191630,233426,150400,231581,213668,233295,183239,203535,150756,203085,198613,150677,173258
239637,167464,165945,148885,125718,455099,179317,195155,195580,239424,124283,186122,177092,126979,439817,152451,434937,146728,213640,115214,143659,195438,227289,176600,211130,243498,150288,189981,190080,143233,206288
239716,233426,183239,238476,220710,156745,231581,10704401,173300,214157,142294,215798,154527,153108,179946,142461,216278,213668,233295,209065,107512,191533,125727,210571,216807,203128,232043,164270,198613,231059,147341
239743,155900,445267,448804,454582,440411,206835,152381,193751,141167,155636,221731,172608,444990,428259,174507,201371,212443,140234,385619,122649,445735,420246,147590,217907,480198,120838,233356,245865,107141,157100
240107,239080,15336601,184773,170037,176479,179326,210739,130314,213826,195128,154688,221971,183211,146533,172334,150066,210775,232706,139199,148584,199306,200217,156286,195234,151263,233541,215929,113698,198136,154350
240189,176965,216038,196246,240417,196149,240480,165024,240462,221847,240471,181215,233277,155681,179557,139861,212115,157401,433660,221740,163851,196200,175272,181783,200004,123572,156620,165820,216010,141334,172051
240213,459745,143978,455664,209296,110307,11508306,11508305,11508303,369659,243823,219639,110778,446039,220996,142832,11917301,179450,445735,454245,123095,108269,480198,442949,475741,231651,122117,156727,234915,123633,115083
240268,106397,153603,153658,217819,110714,154095,237011,218663,181464,145813,200280,232423,155399,197869,178396,155317,219347,174233,207500,233921,139959,199111,215293,151351,221759,240365,130776,100858,217882,150136
240277,218724,221740,173124,130493,237792,240480,218061,240471,240189,221847,219356,126818,233277,182290,200332,179566,216038,176965,165024,231712,157401,181215,213613,229115,129215,209551,235167,104151,163851,196200
240329,232423,233277,211158,218964,179557,212115,106704,178615,154095,237011,233921,187134,171100,213349,231174,240189,206622,228723,199111,171128,126614,164076,121691,178624,139861,214041,184782,196149,232681,211644
240338,142294,181020,233301,210492,158477,150756,198613,230898,174127,173142,150668,177746,454184,455770,202046,197230,166984,152673,116846,209287,214971,217998,168290,145691,239309,232025,233718,209065,138600,231581
240365,150136,211158,238032,154095,173920,106704,237011,160612,159717,164076,100751,232423,157951,141264,237525,174233,153603,200280,233277,240462,212115,157085,149772,165866,106397,155399,153658,174783,233921,179557
240374,142276,138789,138354,228802,219602,174358,229179,226833,218742,171137,228529,235167,18017901,210146,161554,127556,159939,100830,100706,366711,205443,196112,207847,207263,196042,441186,441937,167288,156125,167729
240417,240189,176965,216038,196246,196149,240462,216010,214041,175272,181215,165024,240471,157401,181783,233277,155681,240480,196200,433660,179557,156620,221740,218964,221847,130493,141334,123572,212115,165820,172051
240426,235167,409698,173124,186876,240277,219046,214591,436818,214616,218724,152336,174358,165820,214713,129215,167987,237792,208646,441937,240480,196112,155681,233277,170082,180416,240189,237011,219082,209542,207500
240444,170976,134130,233921,130943,171100,234076,139959,243780,199120,159391,199193,178396,218663,214777,126818,221759,106263,145637,110635,151351,110653,200332,228723,232423,129020,153658,163286,134097,195030,139755
240453,178402,216339,122409,229027,230728,240727,206604,182290,156125,448886,172699,202134,126562,420574,151111,199148,206084,407009,209807,228769,104179,145600,157289,220862,186399,110583,166638,141574,187985,219356
240462,240189,211158,240417,178624,176965,106704,211361,181783,159647,216038,106467,157386,139861,196246,202763,234827,196149,240365,240471,213349,240480,181215,161253,174233,240329,233277,165024,107044,213020,179557
240471,240480,175272,107071,240189,171456,196158,176965,216038,130776,240417,221768,196246,186876,196149,234827,207865,240277,240462,219356,174233,181215,196200,174358,218724,165024,233277,214041,23693901,23693902,23693903
240480,240471,175272,107071,240189,216038,176965,196158,186876,196149,171456,196246,221768,130776,240417,234827,207865,240277,23693901,23693902,23693903,236939,178615,233277,221847,207388,139861,174233,213613,219356,155681
240727,219356,230728,182290,172699,176017,240453,206604,216339,178402,122409,237880,200280,229027,209542,155399,207388,180461,104151,174783,221847,229115,104179,209551,198464,142285,156125,176080,149772,126562,217484
240754,208646,180522,187648,207306,209506,102632,206914,219046,175078,159416,377564,142328,187897,173124,243665,160038,181534,151333,24366501,230913,141565,447689,204006,240426,239390,204015,180416,200572,203492,196185
241100,241128,243586,241377,195173,207856,118693,137476,191205,213303,167260,236133,241216,214652,178244,363916,210304,243106,167251,198899,456481,213358,228468,190248,166850,241225,243133,215947,183822,241614,461795
241128,241100,243586,241377,195173,207856,118693,213303,137476,236133,178244,191205,167260,243106,241216,167251,363916,214652,198899,210304,213358,190248,166850,243133,183822,214731,456481,228468,215947,241225,191621
241191,210331,115773,167394,235769,221731,155414,228042,161572,230852,221014,461795,11577301,201371,228468,142294,161457,104586,198215,137546,237969,212656,150677,188182,120537,220701,154004,147244,154721,233426,183239
241216,243586,142328,213303,245953,151333,241128,217013,241100,140252,363907,195544,137564,440411,167394,230852,154004,110778,134079,243106,237312,141167,150145,204468,183211,195173,209506,238078,239080,198835,147244
241225,241377,183910,120184,136215,204200,241128,178721,241100,195544,243601,137476,125897,227863,243443,377555,102049,132842,183974,474863,213011,236230,144962,237066,177214,217776,451671,214069,204936,155520,117140
241331,445735,480198,112570,459824,123633,457183,372958,199272,442949,122117,447953,458982,477039,439446,114813,11917301,209296,454856,108269,369659,430704,222938,110307,167093,243823,457129,220996,439914,429085,447698
241377,241225,241128,241100,125897,243443,363916,137476,432241,243586,120184,183974,219718,204200,183822,178244,456481,214272,448309,241410,243601,241614,194161,456490,241395,178721,114813,367884,432232,16947915,414823
241386,363907,363916,100690,243346,113704,402615,451848,441690,439446,241395,150172,367884,184612,366748,117672,428268,388520,420246,475273,104665,120768,155636,366535,213987,141167,456481,235422,226383,445267,430670
241395,363916,241331,241410,241386,243443,456481,245847,450766,226471,138275,243577,150172,241377,135939,131450,446640,190761,236452,193399,203580,127653,186432,119058,241614,195243,235422,457183,199272,385619,212443
241410,243443,226152,241395,243601,217235,148335,226091,132471,241377,106245,186432,440916,136206,110486,188429,229179,241766,192439,243142,225627,128106,110316,164447,262086,238661,168421,132657,153375,243586,444990
241614,260947,366003,417752,447953,456481,439613,137962,436614,217606,446394,451370,176336,219505,154837,135364,476717,129534,204990,388520,441609,206154,457226,363916,139153,113704,134510,441511,165945,13247101,110060
241739,110556,243346,155335,192439,196592,110617,192925,144281,186432,119605,117627,110592,110510,114813,137476,241331,433387,110583,243443,217235,147679,228149,224004,151263,131450,122597,148335,110486,169716,194161
241766,241951,110486,186399,243133,224147,243203,222938,243115,166674,134811,142887,243179,458982,243443,167729,190576,161873,206084,159939,126580,402776,112570,110556,22870501,148335,192439,104188,243221,220808,228644
241951,241766,110486,243133,243203,243179,243115,186399,224147,458982,243443,166674,126580,190576,134811,222938,110556,22870501,167729,128106,161873,159939,142887,206084,112570,123952,192439,148335,190637,147776,174020
243081,108861,233842,165705,112127,176451,114840,190080,440031,115214,120795,206516,177092,167093,151865,213631,14736901,14736902,219240,169099,188535,215424,195580,143233,186122,150288,439817,124283,172705,407629,179317
243106,243151,214670,243212,214731,447689,243179,243133,204671,214652,436818,241128,214616,377555,111188,209506,214801,141981,214704,214713,196042,117751,451671,241100,101709,174491,218645,215284,180522,150604,214689
243115,243179,243133,218742,243151,243212,214689,106458,241766,241951,178387,243142,167729,110486,180948,138354,228802,243106,243197,196042,159966,214704,219259,243586,200226,159717,159993,218229,230931,186371,214731
243133,243179,243151,243115,243212,196042,243106,167729,214731,214704,218742,241766,241951,243142,139311,214652,366711,187444,225414,197027,166850,217420,178420,214670,218645,241128,128771,214801,180948,214643,475635
243142,243212,243179,226152,243151,243133,243203,243115,225432,229179,182281,100706,436836,243106,226833,196042,441937,111188,110495,214829,214689,106245,110486,128106,448840,168430,227377,218742,226091,171146,127565
243151,243133,243179,243106,243212,196042,243115,197027,366711,243203,243142,139311,130943,129020,187444,243197,166629,225414,217420,243221,187134,167729,178420,214704,139393,214670,128771,213996,218645,126775,218742
243179,243133,243151,243115,243212,214731,243106,196042,218742,167729,214704,243142,139311,241951,241766,366711,166850,187444,217420,180948,214652,475635,225414,216542,214643,215947,200226,214801,178420,214698,218645
243197,228723,126614,198464,243221,220075,230728,236948,233921,155317,209542,151351,199120,234076,110538,231174,133669,232423,127741,214777,227368,262129,171100,138354,100858,243151,145637,240329,174783,227881,230782
243203,228644,196255,229300,159373,110699,243221,190637,163259,243151,181428,110486,209490,241766,228635,185129,241951,228909,243142,139755,186399,228653,207342,224147,148511,416801,236948,199193,435000,223214,229337
243212,243142,243151,243179,243106,243133,111188,243115,214689,229179,227377,441937,217864,220978,226833,128106,226152,219000,160658,215284,218742,100706,196042,168430,159966,214670,159717,198695,138789,226091,198969
243221,122409,236948,178402,228769,126562,448886,407009,156125,243197,228796,216339,201885,420574,209807,229027,240453,206084,151111,202134,166638,220862,104179,137351,228778,228723,230038,110583,133951,225511,243203
243346,128744,241739,243601,227368,363907,241386,110592,226152,110510,217235,10236808,10236802,10236803,10236801,183026,206695,110413,190600,139366,179894,110547,141486,142115,111948,110608,171146,222178,166452,241216,232706
243443,148335,125897,117627,241410,114813,110486,225627,186432,192439,144281,241377,16947918,16947912,16947910,16947909,16947907,16947905,16947904,16947903,225399,16947915,241766,241331,241951,241739,228149,243203,241225,243577,195544
243498,176600,150288,227289,213640,150215,215424,143659,203067,146728,455099,210368,160029,239424,125718,195155,148885,179317,126979,124283,165945,173896,176451,146977,164474,177092,144014,196884,189981,114840,224305
243577,456490,110060,123448,105367,162061,123633,445735,442949,122117,160065,120838,164872,172033,202806,430670,480198,457697,440794,247825,439446,245883,110918,455664,142832,420246,146241,135610,11508303,11508305,11508306
243586,241216,241128,241100,195173,385619,210304,131098,129774,448309,166948,243115,228468,241377,137476,218399,227243,11577301,228884,132602,138293,154855,451060,220701,137564,207856,110778,446640,191205,154004,139630
243601,243346,227331,136215,120184,241225,227368,228796,133951,241410,186584,120537,110097,184612,228705,204468,213011,241377,167394,117140,132471,179894,110608,241739,110547,243197,109785,144740,190600,195720,110468
243665,209506,180522,200572,180416,177551,447689,142328,151333,151388,237215,208646,24366501,160038,181534,190691,159416,187897,203492,240754,207306,245953,161226,230931,100812,178387,198543,214829,377564,170639,146393
243744,179867,139658,152080,130794,215062,198419,190415,166027,144050,147767,166683,190150,221999,131496,186131,162928,168148,12293101,193900,211440,131469,129020,182670,217156,112525,227757,164988,216287,164465,166629
243780,233921,240444,130943,199193,159391,171100,214777,207500,170976,234076,134130,199120,110705,151351,145637,139755,228723,129020,153658,232423,181464,166629,153603,139959,163286,218663,110422,178396,215293,232681
243823,143978,455664,240213,459745,209296,11508303,11508306,11508305,110307,369659,219639,142832,110778,446039,220996,11917301,179450,445735,123095,108269,231651,480198,442949,454245,156727,475741,122117,123633,234915,163578
244190,122649,402828,369002,123448,209108,162061,147590,233356,192563,150172,442897,439783,116712,428259,154837,245838,177986,172608,129534,172477,228194,126049,167215,445735,141936,401250,260947,146490,164915,454227
245652,163976,454184,140696,232025,124292,230816,191515,174792,115409,238333,231059,153162,168281,145691,399911,123165,237181,210401,150668,153834,165936,169080,146427,150455,173452,230940,195216,162654,204909,237057
245731,189264,193247,189857,193061,197674,205124,216311,163532,193052,245777,441609,193070,194736,405058,186900,194657,444413,197647,192624,431983,149329,196431,126076,186186,194666,197601,164614,137953,194763,222877
245777,194736,205124,163532,186186,186900,197674,441609,193247,247773,446604,189264,194693,134510,189857,217606,216047,434937,117104,476692,363712,245731,451370,193061,436614,476601,199759,200873,196440,405058,177816
245838,209108,177986,192563,147590,228866,116712,245847,122649,244190,245883,245865,132842,162061,474863,238616,233356,262086,442897,102395,150172,245892,225414,186283,129534,180814,184603,209612,193584,135610,211088
245847,102395,448804,174507,105589,172608,245883,160065,245838,245892,450766,443340,150172,430670,177986,238458,177038,440828,193751,123448,260956,209108,166045,127653,169220,166717,167181,147590,213446,213321,232609
245865,245838,120698,262086,402828,166717,218751,260956,169220,126012,164915,167215,220996,188207,455992,142832,117520,213446,369002,228194,126049,407629,107044,177427,454838,219240,441104,203997,175139,167181,374024
245883,105367,245892,123448,116712,480198,155900,445735,160065,172033,442949,245847,122117,132842,245838,123633,177986,102395,177038,202806,110060,457226,193751,147590,114813,247825,199412,164872,209108,220996,11508306
245892,245883,116712,105367,480189,155900,245847,132842,209108,245838,448804,123448,147590,480198,177038,177986,154688,212443,172608,102395,155636,174507,445735,420246,475273,122649,442949,239743,233356,193751,163462
245953,198598,414878,146393,195544,213303,210304,214883,212984,239390,448284,151290,199069,195173,201964,231651,206279,141167,204468,224004,217013,238193,455664,143978,240213,153621,459745,157757,441900,11508306,11508305
246345,215628,147031,15483701,23384201,21036802,21036801,210368,193894,173896,157298,127273,131973,160029,196884,38561901,38561902,414966,140146,178518,157207,203997,175139,211130,215619,216816,227289,219240,213446,122603,146728
246789,14736901,14736902,120795,165495,189981,144014,178518,157207,223001,146977,224305,191320,220871,209241,186122,112127,203067,165705,233842,195580,108861,231147,15468801,15468802,151865,175139,150215,213446,20627903,20627902
247773,446604,476692,405058,245777,194736,197744,444413,205124,194657,163532,196431,192624,197647,186186,186900,431983,194693,476601,197674,192165,177816,194763,142090,441609,216047,197601,434937,194666,455257,194675
247825,172033,110060,457226,127714,110918,444778,388520,210368,160029,457697,173896,193894,157298,127273,196884,15483701,21036802,21036801,23384201,204990,215628,440794,131973,246345,260947,135364,443049,414966,38561902,38561901
251312,439297,462390,440466,445319,480082,459259,443784,450298,453215,133465,458919,448567,449898,442222,449038,438416,428268,445276,442639,183789,402615,121983,453163,439057,440925,367024,432223,126030,440420,456621
260813,434982,178226,443687,121381,445300,222938,458982,148177,381787,134811,142887,475635,458496,449010,451060,454856,210942,477039,119775,113582,430704,385619,444990,446765,454236,112570,449898,429094,438416,439914
260901,44378406,45321501,44903802,44903801,44378403,43018404,43018401,45037701,45316301,45316302,45316303,23368411,45316305,23368409,23368405,44903804,45321503,23368403,23368402,23368401,45891905,45891906,45891907,45896401,45896402,45897303,13180301,44903803,45897304,43018403
260910,468024,468006,153418,153409,459268,459259,480073,420866,101116,480082,404338,458964,475121,450544,366605,439394,114114,475732,162681,456621,173984,367024,383020,443784,208239,430184,448804,439057,181242,126030
260947,135364,129534,154837,204990,457226,117575,247825,211130,172033,215619,175139,476717,203997,216816,206288,206215,122603,177126,110060,443049,241614,177278,366793,443340,139348,212443,417752,216463,127714,122649
260956,169220,166717,167181,213446,426314,126012,167215,164915,218751,441104,369002,177427,402828,117520,220996,446932,147031,141936,228194,407629,114549,126049,203997,401250,175139,455178,172477,188207,146490,188535
262022,173179,21510501,131283,192703,219976,173045,450304,215770,209287,122296,168227,169442,147369,166656,120403,173160,122506,455257,236577,459736,217518,123554,129525,181002,16822703,16822701,16822702,209825,215813,147828
262086,165167,141644,127918,180814,126012,225414,177427,441104,117520,245865,192554,245838,184603,119605,407629,172477,154688,148487,133872,168005,219240,147129,209108,177038,232706,224323,459727,131113,194091,455433
262129,237057,163912,160977,143084,163976,238333,231174,222983,170532,162654,170301,196866,126614,212674,232423,228723,199120,233921,234076,124292,130697,240329,174251,239017,171100,214777,212577,234085,218973,128902
363712,193061,217040,193247,163532,194736,245777,189264,205124,186186,186900,197674,189857,441609,183804,245731,134510,194675,405058,197744,200873,247773,194657,196440,196431,444413,192624,178679,216311,197647,126076
363721,22870501,224147,151102,190691,185129,190637,144005,226091,162283,172644,24366501,160038,10236809,10236801,10236802,10236803,10236808,151360,202134,171146,16947907,16947909,16947905,16947903,16947904,16947910,16947912,16947918,106245,101480
363907,241386,367884,241216,243346,238193,239390,184612,363916,206279,226383,245953,128744,159416,212984,213987,213303,100690,241100,241128,195544,152336,243586,101189,402615,377564,113704,203757,241377,140252,448284
363916,456481,241395,241614,150172,135939,457183,241386,440466,241128,439297,460783,241100,190761,445319,195243,241377,228325,241331,203580,209533,462390,417752,194161,447050,451370,456490,367884,446394,440925,132842
363934,169983,443410,153375,198969,445692,112394,154013,130183,164720,226587,147129,148593,230852,154518,214704,149028,213996,202480,238661,204635,211468,106263,104586,448239,456959,150534,435000,218645,451510,444990
364122,148593,149763,235316,166869,153269,202480,217402,188526,199847,179265,168421,169080,233374,195030,177719,215132,165334,217493,217156,213543,217165,129242,190044,209825,14902801,152318,148575,204635,164739,216597
366003,439613,219505,176336,241614,447953,385619,443340,139153,206154,441511,157030,260947,123280,417752,204990,457226,247825,193052,213446,154536,388520,443049,127653,110060,446394,137962,172033,135364,154837,185758
366368,108870,175281,111391,167093,110370,203067,123970,143048,202170,169424,193405,215424,227289,194073,150288,150215,164748,193821,176600,235024,392840,146728,243498,143659,122454,213640,15468801,15468802,19554401,167215
366535,444990,457183,441511,136066,460349,475273,372958,439446,460783,420246,128498,135939,412599,164447,451820,385619,447069,452027,120768,199272,220552,100690,474960,217235,474951,421009,443924,440341,155636,366003
366605,114114,475732,439394,420866,444699,439020,447801,447698,455178,436261,439914,130581,429085,430704,383020,11458501,454227,429094,449481,466930,460871,461883,457129,174507,454236,466921,454856,434441,114585,459222
366711,226833,196042,377555,207847,128771,110565,168430,232186,228529,167729,115755,217420,229018,140164,432357,171137,132903,168263,225414,228802,138354,18017901,229179,186201,451671,206941,196112,187444,171571,100706
366748,428268,439057,450535,448734,468015,450094,441973,381787,434991,117928,402615,234492,224776,181242,117113,126702,181400,173887,436094,450544,452090,419457,146393,439914,447698,434982,444699,445717,429085,462390
366793,177278,206215,177126,206288,139348,122603,216816,211130,216463,175139,203997,215619,173896,127273,239424,177092,196884,160029,157298,195155,126979,131973,179317,455099,124283,193894,15483701,21036801,21036802,23384201
367024,445276,438416,440466,459259,440925,432223,220552,445391,456010,440420,480082,448628,439297,448567,440147,445072,447069,460783,167321,434964,447050,445319,153418,475635,406194,432232,432241,135939,462390,405988
367194,113582,145460,197151,127945,449010,142887,210942,126702,458982,208239,458496,234492,148177,117928,222938,134811,450094,441973,197832,119775,377546,173887,202170,468015,117113,207342,104188,454856,166674,235024
367884,203757,157809,184612,238193,213303,239390,206279,206349,363907,208646,217776,149505,164085,190761,204006,245953,165529,167394,204468,178059,448284,447689,120537,474863,184603,213011,199962,228325,199032,162210
367936,145770,137148,421018,474979,442152,438586,146393,140252,206279,126827,432533,173984,419457,110185,448309,450535,428268,142328,151333,420866,458964,448734,110316,452090,443766,44376601,44376602,44376603,44378401,44903808
367954,446002,451130,434441,454227,460738,466921,461883,476975,437097,450979,130581,446039,141936,430704,429085,164915,439914,444699,447801,455178,447698,11458501,401250,366605,441308,429094,114585,439020,436261,460871
369002,402828,167215,228194,126049,172477,164915,401250,146490,141936,203997,175139,122649,146241,139348,215619,122603,216816,374024,206215,244190,177278,366793,211130,216463,206288,177126,451130,126012,20627901,20627902
369659,110307,209296,459745,240213,143978,11508303,11508305,11508306,455664,243823,219639,446039,108269,220996,123095,11917301,445735,480198,454245,110778,475741,142832,442949,179450,123633,122117,156727,163578,231651,234915
372213,44376602,44376601,44376603,44378401,44903805,44903806,44903808,44903809,44903810,45891904,44903811,45891902,45891901,23368410,45321502,125231,444158,413413,419509,23368404,43018402,45316306,45897302,45891903,45897301,23368408,23368407,45316304,44378405,43018403
372222,419509,405997,105516,405979,406006,380465,434955,192439,444158,134237,372213,434982,445717,434946,110486,445300,420042,44378405,43018402,23368408,23368407,23368404,43018403,45316304,45316306,45891903,45897301,45897302,443544,23368401
372958,460783,112570,445072,241331,135939,447953,199272,445708,439613,457183,219505,139153,445735,366535,459824,458982,222938,148177,385619,460349,134811,148335,122117,210942,110060,121381,480198,120838,114813,123633
374024,164915,141936,401250,142832,454838,455433,384306,218751,139348,177278,366793,166717,122603,177126,206215,220996,216463,216816,206288,402828,117520,147590,175139,169220,177427,203997,441104,211130,369002,451130
375230,405854,189273,197018,451404,197735,193052,197610,194657,216311,149329,197647,189264,192624,405058,444413,193247,189857,196583,431983,126076,196431,194666,193070,194763,197601,197692,245731,137272,194675,167677
